,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
4209,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,grasses
4210,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,grasses
4211,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,grasses
4212,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,grasses
4213,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,grasses
4214,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,grasses
4215,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,grasses
4216,poisonous,flat,smooth,gray,True,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,chocolate,several,urban
4217,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,grasses
4218,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,grasses
4219,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,woods
4220,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,woods
4221,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,woods
4222,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,paths
4223,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,paths
4224,edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
4225,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4226,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,woods
4227,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,paths
4228,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,grasses
4229,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,paths
4230,poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,woods
4231,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,paths
4232,poisonous,flat,smooth,white,True,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,p,white,1,pendant,chocolate,scattered,urban
4233,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4234,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,woods
4235,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,paths
4236,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,woods
4237,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,woods
4238,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,paths
4239,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,grasses
4240,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4241,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,grasses
4242,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,woods
4243,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,woods
4244,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,woods
4245,poisonous,convex,smooth,white,True,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,p,white,1,pendant,chocolate,scattered,grasses
4246,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,grasses
4247,poisonous,convex,smooth,buff,True,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,p,white,1,pendant,chocolate,scattered,grasses
4248,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,woods
4249,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,woods
4250,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,grasses
4251,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,grasses
4252,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,grasses
4253,edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,brown,solitary,woods
4254,poisonous,flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,paths
4255,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,paths
4256,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,grasses
4257,poisonous,flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,paths
4258,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,woods
4259,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,paths
4260,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,grasses
4261,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,paths
4262,poisonous,convex,fibrous,pink,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,scattered,woods
4263,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,woods
4264,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,grasses
4265,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,grasses
4266,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4267,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4268,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,woods
4269,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,grasses
4270,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,paths
4271,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,woods
4272,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4273,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4274,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,woods
4275,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,paths
4276,edible,knobbed,scaly,brown,False,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,p,white,1,evanescent,white,several,leaves
4277,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,paths
4278,poisonous,convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,grasses
4279,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,grasses
4280,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,woods
4281,poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4282,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,grasses
4283,edible,flat,smooth,pink,True,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,p,white,2,evanescent,white,clustered,waste
4284,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,paths
4285,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
4286,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,woods
4287,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4288,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,woods
4289,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,grasses
4290,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,grasses
4291,edible,knobbed,smooth,pink,True,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,p,white,2,evanescent,white,clustered,waste
4292,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,woods
4293,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,paths
4294,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,paths
4295,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,grasses
4296,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,paths
4297,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,paths
4298,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,grasses
4299,poisonous,flat,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,grasses
4300,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,woods
4301,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,woods
4302,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,grasses
4303,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,woods
4304,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,grasses
4305,edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,brown,solitary,woods
4306,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,woods
4307,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4308,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,grasses
4309,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,grasses
4310,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,grasses
4311,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,paths
4312,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
4313,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4314,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,paths
4315,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,grasses
4316,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,woods
4317,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,grasses
4318,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,woods
4319,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,grasses
4320,poisonous,flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,grasses
4321,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,grasses
4322,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4323,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,grasses
