BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1D,5506,1,,A8,"3 DAISY PLACE, 3",,10465,0,0,0,0,0,1921,1,A8,"$   436,600",03/01/2019
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1D,5506,1,,A8,"51 POPLAR AVENUE, 51",,10465,0,0,0,0,0,1921,1,A8,"$   333,600",03/01/2019
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1,5529,30,,A1,3260 TIERNEY PL,,10465,1,0,1,"2,884",2034,1935,1,A1,$   - 0,03/01/2019
2,THROGS NECK,12 CONDOS - WALKUP APARTMENTS,2,5529,1038,,R2,"19 PENNYFIELD AVENUE, 19-2",19-2,10465,1,0,1,0,1172,1998,2,R2,"$   448,188",03/01/2019
2,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5058,12,,A1,4318 DEREIMER AVENUE,,10466,1,0,1,"1,785",1152,1940,1,A1,"$   410,000",03/01/2019
2,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5067,26,,A5,4456 CARPENTER AVENUE,,10470,1,0,1,"2,000",1970,1940,1,A5,$   - 0,03/01/2019
2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,1,4679,12,,A1,853 EAST 220TH STREET,,10467,1,0,1,"2,856",1700,1925,1,A1,"$   70,000",03/01/2019
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6446,1305,,R3,"206 BAY 29TH STREET, 3A",3A,11214,1,0,1,"5,408",974,2018,1,R3,"$   687,319",03/01/2019
3,BATH BEACH,44 CONDO PARKING,4,6446,1310,,RP,"206 BAY 29TH STREET, P4",P4,11214,0,1,1,0,0,2018,4,RP,"$   687,319",03/01/2019
3,BAY RIDGE,13 CONDOS - ELEVATOR APARTMENTS,2,5868,1210,,R4,"6911 SHORE ROAD, 1B",1B,11209,1,0,1,0,1802,0,2,R4,"$   910,000",03/01/2019
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1639,23,,B3,512A MONROE STREET,,11221,2,0,2,"2,000",2400,1905,1,B3,$   - 0,03/01/2019
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1766,72,,C0,39 HART STREET,,11206,3,0,3,"2,000",3200,1899,1,C0,"$   1,350,000",03/01/2019
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1836,36,,C0,466 JEFFERSON AVENUE,,11221,3,0,3,"1,700",3060,1899,1,C0,"$   1,350,000",03/01/2019
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1755,1110,,R2,"888 MYRTLE AVENUE, 1B",1B,11206,1,0,1,0,1023,2006,2,R2,"$   750,000",03/01/2019
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1925,1046,,R4,"970 KENT AVENUE, 403",403,11205,1,0,1,0,1000,0,2,R4,"$   808,000",03/01/2019
3,BENSONHURST,02 TWO FAMILY DWELLINGS,1,6246,64,,B3,1529 78TH STREET,,11228,2,0,2,"2,000",1440,1920,1,B3,$   - 0,03/01/2019
3,BERGEN BEACH,01 ONE FAMILY DWELLINGS,1,8414,13,,A9,2065 EAST 73RD STREET,,11234,1,0,1,"2,000",1064,1925,1,A9,"$   540,000",03/01/2019
3,BERGEN BEACH,02 TWO FAMILY DWELLINGS,1,8432,3,,B2,7219 AVENUE V,,11234,2,0,2,"3,000",2403,1960,1,B2,$   - 0,03/01/2019
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5668,35,,B1,1170 53RD STREET,,11219,2,0,2,"2,805",5314,1920,1,B1,$   - 0,03/01/2019
3,BOROUGH PARK,12 CONDOS - WALKUP APARTMENTS,2,5645,1010,,R2,"5024 10TH AVENUE, 5A",5A,11219,1,0,1,"2,491",730,2007,2,R2,$   - 0,03/01/2019
3,BROOKLYN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS,2,245,1161,,R4,"360 FURMAN STREET, 605",605,11201,1,0,1,0,1386,2008,2,R4,"$   1,500,000",03/01/2019
3,BUSHWICK,02 TWO FAMILY DWELLINGS,1,3275,44,,B3,110 HIMROD STREET,,11221,2,0,2,"2,000",3000,1920,1,B3,$   - 0,03/01/2019
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS,2A,3300,29,,C2,1392 GREENE AVENUE,,11237,6,0,6,"2,667",4800,1931,2,C2,$   - 0,03/01/2019
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8241,58,,A2,1350 EAST 96TH STREET,,11236,1,0,1,"2,825",720,1920,1,A2,$   - 0,03/01/2019
3,CANARSIE,05 TAX CLASS 1 VACANT LAND,1B,8241,186,,V0,1350 EAST 96TH STREET,,11236,0,0,0,"3,191",0,0,1,V0,$   - 0,03/01/2019
3,CLINTON HILL,13 CONDOS - ELEVATOR APARTMENTS,2,1992,1002,,R4,"82 IRVING PLACE, 1B",1B,11238,1,0,1,0,1271,2011,2,R4,"$   1,225,000",03/01/2019
3,COBBLE HILL-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,348,1304,,R1,"110 PRESIDENT STREET, 4",4,11231,1,0,1,"2,500",1172,1920,2,R1,"$   1,575,000",03/01/2019
3,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS,1,1348,75,,C0,1547 BERGEN STREET,,11213,3,0,3,"2,679",4500,2006,1,C0,$   - 0,03/01/2019
3,DOWNTOWN-METROTECH,05 TAX CLASS 1 VACANT LAND,1B,121,36,,V0,244 GOLD STREET,,11201,0,0,0,"1,766",0,0,1,V0,$   - 0,03/01/2019
3,DOWNTOWN-METROTECH,29 COMMERCIAL GARAGES,4,121,37,,G7,246 GOLD STREET,,11201,0,0,0,"2,204",0,0,4,G7,$   - 0,03/01/2019
3,DOWNTOWN-METROTECH,30 WAREHOUSES,4,122,10,,E7,265 GOLD STREET,,11201,0,1,1,"13,283",251222,1909,4,E7,$   - 0,03/01/2019
3,DYKER HEIGHTS,03 THREE FAMILY DWELLINGS,1,6303,30,,C0,1372 82ND STREET,,11228,3,0,3,"3,200",2024,1925,1,C0,$   - 0,03/01/2019
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3996,6,,B2,291 SCHENCK AVENUE,,11207,2,0,2,"2,500",1504,1899,1,B2,$   - 0,03/01/2019
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS,1,4162,50,,C0,65 GLEN STREET,,11208,3,0,3,"1,820",3160,1920,1,C0,$   - 0,03/01/2019
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,1,4954,23,,A9,524 EAST 38 STREET,,11203,1,0,1,"2,000",1280,1920,1,A9,"$   660,000",03/01/2019
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,1,7905,58,,B1,394 EAST 58TH STREET,,11203,2,0,2,"1,600",1672,1940,1,B1,$   - 0,03/01/2019
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,1,7907,16,,B1,343 EAST 59TH STREET,,11203,2,0,2,"2,200",1748,1940,1,B1,"$   400,000",03/01/2019
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,5034,45,,A4,94 MIDWOOD STREET,,11225,1,0,1,"2,300",2524,1930,1,A4,"$   1,125,000",03/01/2019
3,FLATBUSH-LEFFERTS GARDEN,06 TAX CLASS 1 - OTHER,1,5034,46,,G0,98 MIDWOOD STREET,,11225,0,0,0,"2,300",0,1950,1,G0,"$   1,125,000",03/01/2019
3,FLATLANDS,02 TWO FAMILY DWELLINGS,1,7776,79,,B3,1330 EAST 51ST STREET,,11234,2,0,2,"2,500",1953,1940,1,B3,$   - 0,03/01/2019
3,FLATLANDS,02 TWO FAMILY DWELLINGS,1,7832,61,,B1,1380 EAST 53RD STREET,,11234,2,0,2,"1,983",1928,1955,1,B1,"$   600,000",03/01/2019
3,GOWANUS,14 RENTALS - 4-10 UNIT,2B,992,42,,S5,"414 4 AVENUE, 6",6,11215,6,1,7,"1,200",5004,1931,2,S5,"$   3,100,000",03/01/2019
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6877,19,,B1,147 BAY 37TH STREET,,11214,2,0,2,"2,328",1800,1925,1,B1,$   10,03/01/2019
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7097,44,,S2,121 AVENUE U,,11223,2,1,3,"2,000",2800,1931,1,S2,"$   1,380,000",03/01/2019
3,GRAVESEND,04 TAX CLASS 1 CONDOS,1A,6919,1401,,R3,"231 AVENUE Z, 1",1,11214,1,0,1,0,2002,0,1,R3,"$   278,450",03/01/2019
3,GRAVESEND,05 TAX CLASS 1 VACANT LAND,1B,6904,24,,V3,7 BAY 49TH STREET,,11214,0,0,0,"7,304",0,0,1,V3,"$   450,000",03/01/2019
3,GRAVESEND,10 COOPS - ELEVATOR APARTMENTS,2,6919,1,,D4,"2483 WEST 16TH STREET, 7G",,11214,0,0,0,0,0,1963,2,D4,"$   333,000",03/01/2019
3,MADISON,13 CONDOS - ELEVATOR APARTMENTS,2,6782,1507,,R4,"2128 OCEAN AVENUE, 3B",3B,11229,1,0,1,0,657,2016,2,R4,"$   476,580",03/01/2019
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,8503,65,,A9,1940 EAST 37TH STREET,,11234,1,0,1,"1,800",1008,1925,1,A9,$   - 0,03/01/2019
3,MIDWOOD,01 ONE FAMILY DWELLINGS,1,7557,15,,A1,121 KENILWORTH PLACE,,11210,1,0,1,"4,000",1644,1915,1,A1,$   - 0,03/01/2019
3,OCEAN HILL,02 TWO FAMILY DWELLINGS,1,1506,9,,B9,654 DECATUR STREET,,11233,2,0,2,"1,800",2430,1910,1,B9,"$   1,107,250",03/01/2019
3,OCEAN HILL,03 THREE FAMILY DWELLINGS,1,1452,42,,C0,1934 BERGEN ST,,11233,3,0,3,"2,000",2700,1901,1,C0,"$   510,000",03/01/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6615,71,,B1,1553 EAST 8TH STREET,,11230,2,0,2,"2,231",2458,1925,1,B1,"$   1,400,000",03/01/2019
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,1,7850,63,,A9,1460 EAST 53RD STREET,,11234,1,0,1,"1,800",1000,1925,1,A9,"$   585,000",03/01/2019
3,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,1,7874,47,,B1,4916 AVENUE M,,11234,2,0,2,"2,000",1600,1955,1,B1,"$   550,000",03/01/2019
3,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,1,8544,35,,B2,2017 EAST 53RD STREET,,11234,2,0,2,"3,000",972,1930,1,B2,"$   910,000",03/01/2019
3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,1,7383,148,,A5,4357 BEDFORD AVENUE,,11229,1,0,1,"1,920",1776,1940,1,A5,$   - 0,03/01/2019
3,SUNSET PARK,02 TWO FAMILY DWELLINGS,1,794,71,,B9,723 51ST STREET,,11220,2,0,2,"1,600",1600,1940,1,B9,"$   1,280,000",03/01/2019
3,WILLIAMSBURG-CENTRAL,12 CONDOS - WALKUP APARTMENTS,2,2166,1029,,R2,"75 MORTON STREET, 29",29,11249,1,0,1,0,2123,0,2,R2,$   - 0,03/01/2019
3,WILLIAMSBURG-EAST,02 TWO FAMILY DWELLINGS,1,2762,34,,B9,57 DEVOE STREET,,11211,2,0,2,"1,506",1716,1910,1,B9,$   - 0,03/01/2019
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2778,1203,,R1,"320 HUMBOLDT STREET, 3F",3F,11211,1,0,1,0,628,2017,2,R1,"$   722,958",03/01/2019
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,2348,1329,,R4,"184 KENT AVE, D407",D407,11249,1,0,1,0,970,1914,2,R4,"$   1,500,000",03/01/2019
3,WILLIAMSBURG-SOUTH,07 RENTALS - WALKUP APARTMENTS,2A,2136,31,,C3,75 SOUTH 9 STREET,,11249,4,0,4,"3,092",3720,1910,2,C3,$   - 0,03/01/2019
3,WILLIAMSBURG-SOUTH,09 COOPS - WALKUP APARTMENTS,2,2421,12,,C6,"274 SOUTH 2ND STREET, 12",,11211,0,0,0,0,0,1910,2,C6,$   - 0,03/01/2019
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS,2,2403,1021,,R4,"330 WYTHE AVENUE, 3H",3H,11249,1,0,1,0,930,1914,2,R4,"$   1,650,000",03/01/2019
3,WYCKOFF HEIGHTS,14 RENTALS - 4-10 UNIT,2A,3337,22,,S3,264 WYCKOFF AVENUE,,11237,3,1,4,"1,913",4500,1920,2,S3,"$   1,550,000",03/01/2019
3,WYCKOFF HEIGHTS,29 COMMERCIAL GARAGES,4,3336,27,,G7,1509 GATES AVENUE,,11221,0,0,0,"1,875",0,0,4,G7,"$   100,000",03/01/2019
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16048,35,,A1,5-53 BEACH 69TH STREET,,11692,1,0,1,"4,000",2604,1920,1,A1,"$   309,000",03/01/2019
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16052,53,,B2,69-32 GOUVERNEUR AVENUE,,11692,2,0,2,"2,500",1692,1915,1,B2,"$   555,000",03/01/2019
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,873,36,,B1,23-02 24TH AVENUE,,11102,2,0,2,"2,100",1932,1950,1,B1,"$   1,400,000",03/01/2019
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,770,79,,C0,21-46 47TH STREET,,11105,3,0,3,"2,000",1664,1935,1,C0,$   - 0,03/01/2019
4,BAYSIDE,13 CONDOS - ELEVATOR APARTMENTS,2,5893,1858,,R4,"2 BAY CLUB DRIVE, 15S",15S,11360,1,0,1,"123,373",1056,1972,2,R4,$   - 0,03/01/2019
4,BEECHHURST,01 ONE FAMILY DWELLINGS,1,4572,68,,A1,14-74 160TH STREET,,11357,1,0,1,"4,000",3030,1960,1,A1,$   - 0,03/01/2019
4,BELLE HARBOR,07 RENTALS - WALKUP APARTMENTS,2,16237,76,,C5,150 BEACH 128TH STREET,,11694,12,0,12,"8,000",4150,1929,2,C5,"$   1,750,000",03/01/2019
4,BREEZY POINT,01 ONE FAMILY DWELLINGS,1D,16350,400,,A8,"103 BEACH 221ST STREET, 2763",,11697,0,0,0,0,0,1938,1,A8,"$   145,000",03/01/2019
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12740,56,,A5,223-04 LINDEN BLVD,,11411,1,0,1,"2,668",1248,1960,1,A5,"$   567,000",03/01/2019
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12818,51,,A2,120-52 234 STREET,,11411,1,0,1,"4,000",1320,1950,1,A2,$   - 0,03/01/2019
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12823,5,,A1,238-11 121ST AVENUE,,11411,1,0,1,"5,000",1500,1950,1,A1,"$   635,000",03/01/2019
4,COLLEGE POINT,02 TWO FAMILY DWELLINGS,1,4226,40,,B1,23-32 123 STREET,,11356,2,0,2,"1,800",1396,1940,1,B1,$   - 0,03/01/2019
4,CORONA,01 ONE FAMILY DWELLINGS,1,1739,5,,A1,98-10 35TH AVENUE,,11368,1,0,1,"2,517",1715,1930,1,A1,"$   989,000",03/01/2019
4,CORONA,02 TWO FAMILY DWELLINGS,1,1741,3,,B3,100-16 35TH AVENUE,,11368,2,0,2,"2,108",1322,1920,1,B3,$   - 0,03/01/2019
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS,2,8276,10,,C6,"246-10 57TH DRIVE, F-10",,11362,0,0,0,0,0,1953,2,C6,"$   283,000",03/01/2019
4,ELMHURST,03 THREE FAMILY DWELLINGS,1,2435,4,,C0,49-13 69TH STREET,,11377,3,0,3,"2,608",2583,1920,1,C0,$   - 0,03/01/2019
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15662,30,,A1,22-53 NAMEOKE STREET,,11691,1,0,1,"4,829",1990,1930,1,A1,"$   499,500",03/01/2019
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5456,18,,A2,46-35 157TH STREET,,11355,1,0,1,"3,920",1409,1935,1,A2,"$   851,000",03/01/2019
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5529,119,,A1,189-41 45TH DRIVE,,11358,1,0,1,"4,000",2100,1950,1,A1,$   - 0,03/01/2019
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5591,21,,A0,49-44 175TH PLACE,,11365,1,0,1,"5,000",1683,1950,1,A0,$   - 0,03/01/2019
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,7375,24,,A2,197-15 53RD AVENUE,,11365,1,0,1,"4,800",1182,1950,1,A2,"$   800,000",03/01/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5264,10,,B2,35-17 153RD STREET,,11354,2,0,2,"3,000",2212,1925,1,B2,"$   1,300,000",03/01/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5618,47,,B1,198-26 47TH AVENUE,,11358,2,0,2,"1,869",2000,2010,1,B1,$   - 0,03/01/2019
4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,5296,20,,C0,36-34 170TH STREET,,11358,3,0,3,"3,000",4029,1925,1,C0,$   - 0,03/01/2019
4,FLUSHING-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,5320,4,,C3,37-07 194TH STREET,,11358,4,0,4,"5,654",4290,1945,2,C3,"$   1,650,000",03/01/2019
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,5045,1284,,R4,"41-40 UNION STREET, 15-U",15-U,11355,1,0,1,"181,318",687,0,2,R4,$   - 0,03/01/2019
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS,4,5066,1218,,RB,"40-22 COLLEGE POINT BLVD, E15",E15,11354,0,1,1,0,0,2006,4,RB,"$   952,981",03/01/2019
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6396,21,,B9,63-14 138TH STREET,,11367,2,0,2,"2,000",1760,1960,1,B9,"$   720,000",03/01/2019
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6429,49,,B9,149-11 REEVES AVENUE,,11367,2,0,2,"1,160",1080,1955,1,B9,$   - 0,03/01/2019
4,FLUSHING-SOUTH,09 COOPS - WALKUP APARTMENTS,2,6493,3,,C6,"13505 JEWEL AVENUE, A",,11367,0,0,0,0,0,1950,2,C6,"$   320,000",03/01/2019
4,FLUSHING-SOUTH,09 COOPS - WALKUP APARTMENTS,2,6542,3,,C6,"67-77 152ND ST, 184A",,11367,0,0,0,0,0,1951,2,C6,"$   240,000",03/01/2019
4,FLUSHING-SOUTH,09 COOPS - WALKUP APARTMENTS,2,6574,5,,C6,"69-64 137TH STREET, 1306",,11367,0,0,0,0,0,1949,2,C6,"$   295,000",03/01/2019
4,FOREST HILLS,01 ONE FAMILY DWELLINGS,1,3251,78,,A3,135 SLOCUM CRESCENT,,11375,1,0,1,"3,397",1888,1915,1,A3,"$   1,450,000",03/01/2019
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2134,50,,D4,"102-35 67TH RD, 4H",,11375,0,0,0,0,0,1952,2,D4,"$   272,000",03/01/2019
4,FOREST HILLS,13 CONDOS - ELEVATOR APARTMENTS,2,3255,1038,,R4,"72-34 AUSTIN STREET, D11",D11,11375,1,0,1,"13,096",581,1931,2,R4,"$   450,000",03/01/2019
4,GLEN OAKS,09 COOPS - WALKUP APARTMENTS,2,8447,1,,C6,"260-23 73RD AVENUE, 102E",,11004,0,0,0,0,0,1948,2,C6,"$   324,900",03/01/2019
4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,2,8489,1,,D4,"27010 GRAND CENTRAL PARKWAY, 29W",,11005,0,0,0,0,0,1972,2,D4,$   - 0,03/01/2019
4,GLENDALE,02 TWO FAMILY DWELLINGS,1,3861,8,,B2,8007 88TH STREET,,11385,2,0,2,"2,667",2180,1930,1,B2,$   - 0,03/01/2019
4,HILLCREST,13 CONDOS - ELEVATOR APARTMENTS,2,6713,1052,,R4,"150-38 UNION TURNPIKE, 4C",4C,11367,1,0,1,"38,440",1002,1973,2,R4,"$   640,000",03/01/2019
4,HILLCREST,13 CONDOS - ELEVATOR APARTMENTS,2,6713,1056,,R4,"150-38 UNION TURNPIKE, 4G",4G,11367,1,0,1,"38,440",729,1973,2,R4,$   - 0,03/01/2019
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,13969,111,,A1,157-17 89TH STREET,,11414,1,0,1,"4,000",2106,1950,1,A1,$   - 0,03/01/2019
4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,13939,21,,B2,156-26 77TH STREET,,11414,2,0,2,"3,413",2461,1985,1,B2,$   - 0,03/01/2019
4,HOWARD BEACH,04 TAX CLASS 1 CONDOS,1A,11444,1018,,R3,"153-33 82ND STREET, 2B-U",2B-U,11414,1,0,1,"84,200",1007,0,1,R3,"$   389,000",03/01/2019
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1095,44,,A5,83-13 25TH AVENUE,,11370,1,0,1,"2,200",892,1940,1,A5,"$   600,000",03/01/2019
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1359,49,,B3,25-31 85 STREET,,11370,2,0,2,"2,000",1440,1940,1,B3,"$   865,000",03/01/2019
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1365,50,,B2,26-40 92ND ST,,11369,2,0,2,"2,342",1790,1925,1,B2,$   - 0,03/01/2019
4,JAMAICA,02 TWO FAMILY DWELLINGS,1,9701,62,,B2,87-11 143RD STREET,,11435,2,0,2,"2,600",2202,1920,1,B2,"$   612,000",03/01/2019
4,JAMAICA BAY,02 TWO FAMILY DWELLINGS,1,15749,199,,B2,10-87 BAY 32ND STREET,,11691,2,0,2,"3,100",2392,1998,1,B2,"$   531,000",03/01/2019
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1126,,R4,"5-49 BORDEN AVE, D12PH",D12PH,11101,1,0,1,0,1247,2008,2,R4,"$   1,775,000",03/01/2019
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,47,1030,,R4,"10-55 47TH AVENUE, 5F",5F,11101,1,0,1,0,1320,1920,2,R4,"$   1,600,000",03/01/2019
4,LONG ISLAND CITY,44 CONDO PARKING,4,34,1174,,RG,"5-49 BORDEN AVENUE, GA16",GA16,11101,0,1,1,0,153,2008,4,RG,"$   1,775,000",03/01/2019
4,MASPETH,02 TWO FAMILY DWELLINGS,1,2749,10,,B2,57-23 63RD STREET,,11378,2,0,2,"2,200",1728,1935,1,B2,"$   226,500",03/01/2019
4,OAKLAND GARDENS,02 TWO FAMILY DWELLINGS,1,7687,62,,B2,69-59 228TH STREET,,11364,2,0,2,"4,000",2698,2017,1,B2,"$   1,731,025",03/01/2019
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS,2,7633,1,,C6,"211-19A 73RD AVENUE, 339",,11364,0,0,0,0,0,1950,2,C6,"$   300,000",03/01/2019
4,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11559,3,,B2,N/A 99TH PLACE,,11417,2,0,2,"3,624",2200,2017,1,B2,"$   950,000",03/01/2019
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10606,301,,A1,94-36 215TH STREET,,11428,1,0,1,"3,264",1529,1920,1,A1,$   - 0,03/01/2019
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10640,24,,A1,91-23 215TH STREET,,11428,1,0,1,"3,300",1135,1920,1,A1,"$   575,000",03/01/2019
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10739,30,,A2,91-10 222ND STREET,,11428,1,0,1,"4,000",1080,1955,1,A2,"$   668,000",03/01/2019
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,11173,32,,B3,223-35 107TH AVENUE,,11429,2,0,2,"4,123",2450,1988,1,B3,"$   650,000",03/01/2019
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,11173,40,,B3,223-19 107TH AVE,,11429,2,0,2,"4,000",1965,1935,1,B3,"$   635,000",03/01/2019
4,REGO PARK,08 RENTALS - ELEVATOR APARTMENTS,2,3173,22,,D7,102-02 QUEENS BOULEVARD,,11375,17,2,19,"4,443",20000,2002,2,D7,"$   8,200,000",03/01/2019
4,REGO PARK,13 CONDOS - ELEVATOR APARTMENTS,2,2090,1109,,R4,"97-12 63RD DRIVE, 7E",7E,11374,1,0,1,0,641,1990,2,R4,$   - 0,03/01/2019
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9509,25,,A1,103-20 106TH STREET,,11417,1,0,1,"1,843",1305,1930,1,A1,$   - 0,03/01/2019
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9290,69,,B1,104-11 89TH AVE,,11418,2,0,2,"2,242",2120,1920,1,B1,$   - 0,03/01/2019
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9396,37,,B1,9441 110TH STREET,,11419,2,0,2,"4,022",2400,1955,1,B1,"$   950,000",03/01/2019
4,RICHMOND HILL,03 THREE FAMILY DWELLINGS,1,9334,30,,C0,87-50 126TH STREET,,11418,3,0,3,"2,000",2350,1920,1,C0,"$   790,000",03/01/2019
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS,1,3516,37,,B1,60-31 70TH AVE,,11385,2,0,2,"2,000",2168,1901,1,B1,"$   925,000",03/01/2019
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS,1,3525,49,,S2,64-16 FRESH POND ROAD,,11385,2,1,3,"1,856",3300,1931,1,S2,$   - 0,03/01/2019
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS,1,3525,50,,S2,64-18 FRESH POND ROAD,,11385,2,1,3,"2,013",3300,1931,1,S2,$   - 0,03/01/2019
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS,2A,3399,24,,C3,1872 HART STREET,,11385,4,0,4,"3,027",4200,1930,2,C3,$   - 0,03/01/2019
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS,2A,3433,68,,C2,1713 GREENE AVENUE,,11385,6,0,6,"2,500",4875,1930,2,C2,"$   1,250,000",03/01/2019
4,ROCKAWAY PARK,10 COOPS - ELEVATOR APARTMENTS,2,16230,39,,D4,"133 BEACH 120TH STREET, G1",,11694,0,0,0,0,0,1959,2,D4,$   - 0,03/01/2019
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13614,14,,S1,245-06 SOUTH CONDUIT AVENUE,,11422,1,1,2,"2,763",1552,1920,1,S1,"$   350,000",03/01/2019
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13472,37,,B3,224-16 145TH ROAD,,11413,2,0,2,"4,000",1812,1930,1,B3,"$   675,000",03/01/2019
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13539,60,,B1,146-21 BROOKVILLE BLVD,,11422,2,0,2,"2,367",2722,1945,1,B1,"$   800,000",03/01/2019
